page_a,page_b,common_words,union_words,common_pct_jaccard
acariens-chatenay-malabry,xylophages-antony,386,483,79.9172
acariens-chatenay-malabry,xylophages-chatenay-malabry,398,471,84.5011
acariens-chatenay-malabry,xylophages-choisy-le-roi,386,481,80.2495
acariens-chatenay-malabry,xylophages-orly,385,482,79.8755
acariens-chatenay-malabry,xylophages-thiais,384,481,79.8337
acariens-chatenay-malabry,xylophages-versailles,383,485,78.9691
acariens-choisy-le-roi,acariens-orly,417,433,96.3048
acariens-choisy-le-roi,acariens-thiais,416,432,96.2963
acariens-choisy-le-roi,acariens-versailles,414,437,94.7368
acariens-choisy-le-roi,cafards-antony,253,711,35.5837
acariens-choisy-le-roi,cafards-arcueil,262,751,34.8868
acariens-choisy-le-roi,cafards-cachan,224,782,28.6445
acariens-choisy-le-roi,cafards-chatenay-malabry,264,760,34.7368
acariens-choisy-le-roi,cafards-choisy-le-roi,398,477,83.4382
acariens-choisy-le-roi,cafards-clamart,264,757,34.8745
acariens-choisy-le-roi,cafards-fresnes,220,762,28.8714
acariens-choisy-le-roi,cafards-gentilly,264,751,35.1531
acariens-choisy-le-roi,cafards-le-kremlin-bicetre,259,757,34.214
acariens-choisy-le-roi,cafards-lhay-les-roses,232,763,30.4063
acariens-choisy-le-roi,cafards-orly,390,485,80.4124
acariens-choisy-le-roi,cafards-thiais,389,484,80.3719
acariens-choisy-le-roi,cafards-versailles,387,489,79.1411
acariens-choisy-le-roi,chenille-processionnaire-antony,388,480,80.8333
acariens-choisy-le-roi,chenille-processionnaire-chatenay-malabry,387,482,80.2905
acariens-choisy-le-roi,chenille-processionnaire-choisy-le-roi,396,470,84.2553
acariens-choisy-le-roi,chenille-processionnaire-orly,388,478,81.1715
acariens-choisy-le-roi,chenille-processionnaire-thiais,387,477,81.1321
acariens-choisy-le-roi,chenille-processionnaire-versailles,385,482,79.8755
acariens-choisy-le-roi,depigeonnage-antony,381,480,79.375
acariens-choisy-le-roi,depigeonnage-chatenay-malabry,380,483,78.6749
acariens-choisy-le-roi,depigeonnage-choisy-le-roi,388,471,82.3779
acariens-choisy-le-roi,depigeonnage-orly,381,479,79.5407
acariens-choisy-le-roi,depigeonnage-thiais,380,478,79.4979
acariens-choisy-le-roi,depigeonnage-versailles,378,483,78.2609
acariens-choisy-le-roi,deratisation-antony,262,732,35.7923
acariens-choisy-le-roi,deratisation-chatenay-malabry,247,945,26.1376
acariens-choisy-le-roi,deratisation-chevilly-larue,214,778,27.5064
acariens-choisy-le-roi,deratisation-choisy-le-roi,209,752,27.7926
acariens-choisy-le-roi,deratisation-clamart,213,717,29.7071
acariens-choisy-le-roi,deratisation-orly,232,843,27.5208
acariens-choisy-le-roi,deratisation-rungis,208,689,30.1887
acariens-choisy-le-roi,deratisation-thiais,244,949,25.7113
acariens-choisy-le-roi,deratisation-versailles,213,722,29.5014
acariens-choisy-le-roi,deratisation-villejuif,229,823,27.825
acariens-choisy-le-roi,deratisation-vitry-sur-seine,233,825,28.2424
acariens-choisy-le-roi,fourmis-antony,390,466,83.691
acariens-choisy-le-roi,fourmis-chatenay-malabry,389,468,83.1197
acariens-choisy-le-roi,fourmis-choisy-le-roi,398,456,87.2807
acariens-choisy-le-roi,fourmis-orly,390,464,84.0517
acariens-choisy-le-roi,fourmis-thiais,389,463,84.0173
acariens-choisy-le-roi,fourmis-versailles,387,468,82.6923
acariens-choisy-le-roi,frelon-asiatique-chatenay-malabry,377,474,79.5359
acariens-choisy-le-roi,frelon-asiatique-orly,378,470,80.4255
acariens-choisy-le-roi,frelon-asiatique-thiais,377,469,80.3838
acariens-choisy-le-roi,frelons-antony,237,737,32.1574
acariens-choisy-le-roi,frelons-arcueil,144,613,23.491
acariens-choisy-le-roi,frelons-choisy-le-roi,386,459,84.0959
acariens-choisy-le-roi,frelons-clamart,143,611,23.4043
acariens-choisy-le-roi,frelons-gentilly,146,614,23.7785
acariens-choisy-le-roi,frelons-le-kremlin-bicetre,146,609,23.9737
acariens-choisy-le-roi,frelons-orly,378,467,80.9422
acariens-choisy-le-roi,frelons-thiais,377,466,80.9013
acariens-choisy-le-roi,frelons-versailles,213,785,27.1338
acariens-choisy-le-roi,guepes-antony,238,737,32.2931
acariens-choisy-le-roi,guepes-arcueil,137,619,22.1325
acariens-choisy-le-roi,guepes-chatenay-malabry,374,475,78.7368
acariens-choisy-le-roi,guepes-choisy-le-roi,383,472,81.1441
acariens-choisy-le-roi,guepes-clamart,136,616,22.0779
acariens-choisy-le-roi,guepes-gentilly,139,620,22.4194
acariens-choisy-le-roi,guepes-le-kremlin-bicetre,139,614,22.6384
acariens-choisy-le-roi,guepes-orly,375,471,79.6178
acariens-choisy-le-roi,guepes-thiais,374,470,79.5745
acariens-choisy-le-roi,guepes-versailles,200,760,26.3158
acariens-choisy-le-roi,mouches-antony,387,468,82.6923
acariens-choisy-le-roi,mouches-chatenay-malabry,386,470,82.1277
acariens-choisy-le-roi,mouches-choisy-le-roi,395,458,86.2445
acariens-choisy-le-roi,mouches-orly,387,466,83.0472
acariens-choisy-le-roi,mouches-thiais,386,465,83.0108
acariens-choisy-le-roi,mouches-versailles,384,470,81.7021
acariens-choisy-le-roi,punaises-de-lit-antony,255,744,34.2742
acariens-choisy-le-roi,punaises-de-lit-arcueil,261,751,34.7537
acariens-choisy-le-roi,punaises-de-lit-cachan,223,799,27.9099
acariens-choisy-le-roi,punaises-de-lit-chatenay-malabry,263,760,34.6053
acariens-choisy-le-roi,punaises-de-lit-choisy-le-roi,396,450,88.0
acariens-choisy-le-roi,punaises-de-lit-clamart,263,757,34.7424
acariens-choisy-le-roi,punaises-de-lit-fresnes,218,772,28.2383
acariens-choisy-le-roi,punaises-de-lit-gentilly,263,752,34.9734
acariens-choisy-le-roi,punaises-de-lit-le-kremlin-bicetre,261,748,34.893
acariens-choisy-le-roi,punaises-de-lit-lhay-les-roses,217,795,27.2956
acariens-choisy-le-roi,punaises-de-lit-orly,388,458,84.7162
acariens-choisy-le-roi,punaises-de-lit-thiais,387,457,84.6827
acariens-choisy-le-roi,punaises-de-lit-versailles,386,462,83.5498
acariens-choisy-le-roi,rats-arcueil,262,750,34.9333
acariens-choisy-le-roi,rats-cachan,238,810,29.3827
acariens-choisy-le-roi,rats-fresnes,226,771,29.3126
acariens-choisy-le-roi,rats-gentilly,264,751,35.1531
acariens-choisy-le-roi,rats-le-kremlin-bicetre,262,747,35.0736
acariens-choisy-le-roi,rats-lhay-les-roses,223,764,29.1885
acariens-choisy-le-roi,souris-arcueil,262,750,34.9333
acariens-choisy-le-roi,souris-cachan,219,791,27.6865
acariens-choisy-le-roi,souris-fresnes,222,771,28.7938
acariens-choisy-le-roi,souris-gentilly,264,751,35.1531
acariens-choisy-le-roi,souris-le-kremlin-bicetre,262,747,35.0736
acariens-choisy-le-roi,souris-lhay-les-roses,228,768,29.6875
acariens-choisy-le-roi,xylophages-antony,387,480,80.625
acariens-choisy-le-roi,xylophages-chatenay-malabry,386,481,80.2495
acariens-choisy-le-roi,xylophages-choisy-le-roi,395,470,84.0426
acariens-choisy-le-roi,xylophages-orly,387,478,80.9623
acariens-choisy-le-roi,xylophages-thiais,386,477,80.9224
acariens-choisy-le-roi,xylophages-versailles,384,482,79.668
acariens-orly,acariens-thiais,417,431,96.7517
acariens-orly,acariens-versailles,414,437,94.7368
acariens-orly,cafards-antony,252,712,35.3933
acariens-orly,cafards-arcueil,262,751,34.8868
acariens-orly,cafards-cachan,224,782,28.6445
acariens-orly,cafards-chatenay-malabry,264,760,34.7368
acariens-orly,cafards-choisy-le-roi,390,485,80.4124
acariens-orly,cafards-clamart,264,757,34.8745
acariens-orly,cafards-fresnes,220,762,28.8714
acariens-orly,cafards-gentilly,264,751,35.1531
acariens-orly,cafards-le-kremlin-bicetre,259,757,34.214
acariens-orly,cafards-lhay-les-roses,232,763,30.4063
acariens-orly,cafards-orly,398,477,83.4382
acariens-orly,cafards-thiais,390,483,80.7453
acariens-orly,cafards-versailles,387,489,79.1411
acariens-orly,chenille-processionnaire-antony,387,481,80.4574
acariens-orly,chenille-processionnaire-chatenay-malabry,386,483,79.9172
acariens-orly,chenille-processionnaire-choisy-le-roi,388,478,81.1715
acariens-orly,chenille-processionnaire-orly,396,470,84.2553
acariens-orly,chenille-processionnaire-thiais,388,476,81.5126
acariens-orly,chenille-processionnaire-versailles,385,482,79.8755
acariens-orly,depigeonnage-antony,380,481,79.0021
acariens-orly,depigeonnage-chatenay-malabry,379,484,78.3058
acariens-orly,depigeonnage-choisy-le-roi,380,479,79.3319
acariens-orly,depigeonnage-orly,389,471,82.5902
acariens-orly,depigeonnage-thiais,381,477,79.8742
acariens-orly,depigeonnage-versailles,378,483,78.2609
acariens-orly,deratisation-antony,261,733,35.6071
acariens-orly,deratisation-chatenay-malabry,247,945,26.1376
acariens-orly,deratisation-chevilly-larue,213,779,27.3427
acariens-orly,deratisation-choisy-le-roi,209,752,27.7926
acariens-orly,deratisation-clamart,213,717,29.7071
acariens-orly,deratisation-orly,233,842,27.6722
acariens-orly,deratisation-rungis,208,689,30.1887
acariens-orly,deratisation-thiais,244,949,25.7113
acariens-orly,deratisation-versailles,213,722,29.5014
acariens-orly,deratisation-villejuif,229,823,27.825
acariens-orly,deratisation-vitry-sur-seine,233,825,28.2424
acariens-orly,fourmis-antony,389,467,83.2976
acariens-orly,fourmis-chatenay-malabry,388,469,82.7292
acariens-orly,fourmis-choisy-le-roi,390,464,84.0517
acariens-orly,fourmis-orly,398,456,87.2807
acariens-orly,fourmis-thiais,390,462,84.4156
acariens-orly,fourmis-versailles,387,468,82.6923
acariens-orly,frelon-asiatique-chatenay-malabry,376,475,79.1579
acariens-orly,frelon-asiatique-orly,386,462,83.5498
acariens-orly,frelon-asiatique-thiais,378,468,80.7692
acariens-orly,frelons-antony,236,738,31.9783
acariens-orly,frelons-arcueil,143,614,23.2899
acariens-orly,frelons-choisy-le-roi,378,467,80.9422
acariens-orly,frelons-clamart,143,611,23.4043
acariens-orly,frelons-gentilly,145,615,23.5772
acariens-orly,frelons-le-kremlin-bicetre,146,609,23.9737
acariens-orly,frelons-orly,386,459,84.0959
acariens-orly,frelons-thiais,378,465,81.2903
acariens-orly,frelons-versailles,213,785,27.1338
acariens-orly,guepes-antony,237,738,32.1138
acariens-orly,guepes-arcueil,136,620,21.9355
acariens-orly,guepes-chatenay-malabry,373,476,78.3613
acariens-orly,guepes-choisy-le-roi,375,480,78.125
acariens-orly,guepes-clamart,136,616,22.0779
acariens-orly,guepes-gentilly,138,621,22.2222
acariens-orly,guepes-le-kremlin-bicetre,139,614,22.6384
acariens-orly,guepes-orly,383,463,82.7214
acariens-orly,guepes-thiais,375,469,79.9574
acariens-orly,guepes-versailles,200,760,26.3158
acariens-orly,mouches-antony,386,469,82.3028
acariens-orly,mouches-chatenay-malabry,385,471,81.741
acariens-orly,mouches-choisy-le-roi,387,466,83.0472
acariens-orly,mouches-orly,395,458,86.2445
acariens-orly,mouches-thiais,387,464,83.4052
acariens-orly,mouches-versailles,384,470,81.7021
acariens-orly,punaises-de-lit-antony,254,745,34.094
acariens-orly,punaises-de-lit-arcueil,261,751,34.7537
acariens-orly,punaises-de-lit-cachan,223,799,27.9099
acariens-orly,punaises-de-lit-chatenay-malabry,263,760,34.6053
acariens-orly,punaises-de-lit-choisy-le-roi,388,458,84.7162
acariens-orly,punaises-de-lit-clamart,263,757,34.7424
acariens-orly,punaises-de-lit-fresnes,218,772,28.2383
acariens-orly,punaises-de-lit-gentilly,263,752,34.9734
acariens-orly,punaises-de-lit-le-kremlin-bicetre,261,748,34.893
acariens-orly,punaises-de-lit-lhay-les-roses,217,795,27.2956
acariens-orly,punaises-de-lit-orly,396,450,88.0
acariens-orly,punaises-de-lit-thiais,388,456,85.0877
acariens-orly,punaises-de-lit-versailles,386,462,83.5498
acariens-orly,rats-arcueil,262,750,34.9333
acariens-orly,rats-cachan,238,810,29.3827
acariens-orly,rats-fresnes,225,772,29.1451
acariens-orly,rats-gentilly,264,751,35.1531
acariens-orly,rats-le-kremlin-bicetre,262,747,35.0736
acariens-orly,rats-lhay-les-roses,223,764,29.1885
acariens-orly,souris-arcueil,262,750,34.9333
acariens-orly,souris-cachan,219,791,27.6865
acariens-orly,souris-fresnes,222,771,28.7938
acariens-orly,souris-gentilly,264,751,35.1531
